Time (s),Amplitude
1.081818181818181870e+02,-8.660254037844440367e-01
1.090909090909090793e+02,-1.910944191179141595e-14
1.099999999999999858e+02,8.660254037844320463e-01
1.109090909090909065e+02,8.660254037844494768e-01
1.118181818181818130e+02,1.567919291290565017e-14
1.127272727272727195e+02,-8.660254037844337116e-01
1.136363636363636402e+02,-8.660254037844405950e-01
1.145454545454545325e+02,-2.645979862922188811e-14
1.154545454545454390e+02,8.660254037844283825e-01
1.163636363636363598e+02,8.660254037844460351e-01
1.172727272727272663e+02,8.818694915134120189e-15
1.181818181818181870e+02,-8.660254037844371533e-01
1.190909090909090793e+02,-8.660254037844513642e-01
1.199999999999999858e+02,-1.959930063145035655e-14
1.209090909090909065e+02,8.660254037844318242e-01
1.218181818181818130e+02,8.660254037844425934e-01
1.227272727272727195e+02,1.958196917362588232e-15
1.236363636363636402e+02,-8.660254037844405950e-01
1.245454545454545467e+02,-8.660254037844479225e-01
1.254545454545454533e+02,-1.273880263367882656e-14
1.263636363636363740e+02,8.660254037844352659e-01
1.272727272727272521e+02,8.660254037844533626e-01
1.281818181818181586e+02,2.351940834999506608e-14
1.290909090909090651e+02,-8.660254037844298258e-01
1.300000000000000000e+02,-8.660254037844444808e-01
1.309090909090909065e+02,-5.878304635907295000e-15
1.318181818181818130e+02,8.660254037844243857e-01
1.327272727272727195e+02,8.660254037844499209e-01
1.336363636363636260e+02,1.665891035222353451e-14
1.345454545454545325e+02,-8.660254037844332675e-01
1.354545454545454675e+02,-8.660254037844411501e-01
1.363636363636363740e+02,9.821933618642359708e-16
1.372727272727272521e+02,8.660254037844278274e-01
1.381818181818181586e+02,8.660254037844464792e-01
1.390909090909090651e+02,3.822012178485600723e-14
1.400000000000000000e+02,-8.660254037844224984e-01
1.409090909090909065e+02,-8.660254037844519193e-01
1.418181818181818130e+02,-2.057901807076824089e-14
1.427272727272727195e+02,8.660254037844312691e-01
1.436363636363636260e+02,8.660254037844430375e-01
1.445454545454545325e+02,2.937914356680470995e-15
1.454545454545454675e+02,-8.660254037844401509e-01
1.463636363636363740e+02,-8.660254037844342667e-01
1.472727272727272521e+02,-4.214022950340071360e-14
1.481818181818181586e+02,8.660254037844205000e-01
1.490909090909090651e+02,8.660254037844538066e-01
1.500000000000000000e+02,2.449912578931294726e-14
1.509090909090909065e+02,-8.660254037844293817e-01
1.518181818181818130e+02,-8.660254037844450359e-01
1.527272727272727195e+02,-6.858022075225177763e-15
1.536363636363636260e+02,8.660254037844381525e-01
1.545454545454545325e+02,8.660254037844503650e-01
1.554545454545454675e+02,1.763862779154141570e-14
1.563636363636363740e+02,-8.660254037844327124e-01
1.572727272727272521e+02,-8.660254037844558050e-01
1.581818181818181586e+02,-2.841923350785765364e-14
1.590909090909090651e+02,8.660254037844273833e-01
1.600000000000000000e+02,8.660254037844469233e-01
1.609090909090909065e+02,1.077812979376988414e-14
1.618181818181818130e+02,-8.660254037844219432e-01
1.627272727272727195e+02,-8.660254037844523634e-01
1.636363636363636260e+02,-2.155873551008612207e-14
1.645454545454545325e+02,8.660254037844308250e-01
1.654545454545454675e+02,8.660254037844435926e-01
1.663636363636363740e+02,3.917631795998353363e-15
1.672727272727272521e+02,-8.660254037844253849e-01
1.681818181818181586e+02,-8.660254037844489217e-01
1.690909090909090651e+02,-4.311994694271860110e-14
1.699999999999999716e+02,8.660254037844200559e-01
1.709090909090909065e+02,8.660254037844543618e-01
1.718181818181818130e+02,2.547884322863082845e-14
1.727272727272727195e+02,-8.660254037844288266e-01
1.736363636363636260e+02,-8.660254037844454800e-01
1.745454545454545325e+02,-7.837739514543060526e-15
1.754545454545454675e+02,8.660254037844377084e-01
1.763636363636363740e+02,8.660254037844367092e-01
1.772727272727272521e+02,4.704005466126330747e-14
1.781818181818181586e+02,-8.660254037844180575e-01
1.790909090909090651e+02,-8.660254037844562491e-01
1.799999999999999716e+02,-2.939895094717553798e-14
1.809090909090909065e+02,8.660254037844269392e-01
1.818181818181818130e+02,8.660254037844474784e-01
1.827272727272727195e+02,1.175784723308776690e-14
1.836363636363636260e+02,-8.660254037844357100e-01
1.845454545454545325e+02,-8.660254037844528074e-01
1.854545454545454390e+02,-2.253845294940400641e-14
1.863636363636363740e+02,8.660254037844302699e-01
1.872727272727272521e+02,8.660254037844582475e-01
1.881818181818181586e+02,3.331905866572024435e-14
1.890909090909090651e+02,-8.660254037844249408e-01
1.899999999999999716e+02,-8.660254037844494768e-01
1.909090909090909065e+02,-1.567795495163247485e-14
1.918181818181818130e+02,8.660254037844195008e-01
1.927272727272727195e+02,8.660254037844548058e-01
1.936363636363636260e+02,2.645856066794871279e-14
1.945454545454545325e+02,-8.660254037844283825e-01
1.954545454545454390e+02,-8.660254037844460351e-01
1.963636363636363740e+02,-8.817456953860943289e-15
1.972727272727272805e+02,8.660254037844371533e-01
1.981818181818181586e+02,8.660254037844513642e-01
1.990909090909090651e+02,4.801977210058118866e-14
1.999999999999999716e+02,-8.660254037844176134e-01
2.009090909090909065e+02,-8.660254037844568042e-01
2.018181818181818130e+02,-3.037866838649341916e-14
2.027272727272727195e+02,8.660254037844263841e-01
2.036363636363636260e+02,8.660254037844479225e-01
2.045454545454545325e+02,1.273756467240564966e-14
2.054545454545454390e+02,-8.660254037844352659e-01
2.063636363636363740e+02,-8.660254037844391517e-01
2.072727272727272805e+02,-2.351817038872188760e-14
2.081818181818181586e+02,8.660254037844156150e-01
2.090909090909090651e+02,8.660254037844586916e-01
2.099999999999999716e+02,3.429877610503812554e-14
2.109090909090909065e+02,-8.660254037844243857e-01
2.118181818181818130e+02,-8.660254037844499209e-01
2.127272727272727195e+02,-1.665767239095035604e-14
2.136363636363636260e+02,8.660254037844332675e-01
2.145454545454545325e+02,8.660254037844553610e-01
2.154545454545454390e+02,2.743827810726659397e-14
2.163636363636363740e+02,-8.660254037844278274e-01
2.172727272727272805e+02,-8.660254037844464792e-01
2.181818181818181586e+02,-3.821888382358283191e-14
2.190909090909090651e+02,8.660254037844224984e-01
2.199999999999999716e+02,8.660254037844519193e-01
2.209090909090908781e+02,2.057778010949506241e-14
2.218181818181818130e+02,-8.660254037844170583e-01
2.227272727272727195e+02,-8.660254037844430375e-01
2.236363636363636260e+02,-3.135838582581130035e-14
2.245454545454545325e+02,8.660254037844401509e-01
2.254545454545454390e+02,8.660254037844484776e-01
2.263636363636363740e+02,4.213899154212753828e-14
2.272727272727272805e+02,-8.660254037844347108e-01
2.281818181818181586e+02,-8.660254037844538066e-01
2.290909090909090651e+02,-5.291959725844377622e-14
2.299999999999999716e+02,8.660254037844293817e-01
2.309090909090908781e+02,8.660254037844592467e-01
2.318181818181818130e+02,6.856784113952000863e-15
2.327272727272727195e+02,-8.660254037844239416e-01
2.336363636363636260e+02,-8.660254037844645758e-01
2.345454545454545325e+02,-1.763738983026824038e-14
2.354545454545454390e+02,8.660254037844186126e-01
2.363636363636363740e+02,8.660254037844415942e-01
2.372727272727272805e+02,2.841799554658447831e-14
2.381818181818181586e+02,-8.660254037844131725e-01
2.390909090909090651e+02,-8.660254037844469233e-01
2.399999999999999716e+02,-3.919860126290071309e-14
2.409090909090908781e+02,8.660254037844077324e-01
2.418181818181818130e+02,8.660254037844523634e-01
2.427272727272727195e+02,4.997920697921695103e-14
2.436363636363636260e+02,-8.660254037844308250e-01
2.445454545454545325e+02,-8.660254037844578034e-01
2.454545454545454390e+02,-3.916393834725176464e-15
2.463636363636363455e+02,8.660254037844253849e-01
2.472727272727272805e+02,8.660254037844347108e-01
2.481818181818181870e+02,1.469699955104141519e-14
2.490909090909090935e+02,-8.660254037844200559e-01
2.500000000000000000e+02,-8.660254037844401509e-01
2.509090909090909065e+02,-2.547760526735765312e-14
2.518181818181818414e+02,8.660254037844430375e-01
2.527272727272727479e+02,8.660254037844454800e-01
2.536363636363635976e+02,3.625821098367388791e-14
2.545454545454545041e+02,-8.660254037844092867e-01
2.554545454545454106e+02,-8.660254037844793418e-01
2.563636363636363171e+02,-4.703881669999013215e-14
2.572727272727272521e+02,8.660254037844038466e-01
2.581818181818181301e+02,8.660254037844562491e-01
2.590909090909090651e+02,5.781942241630636378e-14
2.600000000000000000e+02,-8.660254037844269392e-01
2.609090909090908781e+02,-8.660254037844616892e-01
2.618181818181818130e+02,-1.175660927181459000e-14
2.627272727272726911e+02,8.660254037844214992e-01
2.636363636363636260e+02,8.660254037844670183e-01
2.645454545454545610e+02,2.253721498813082794e-14
2.654545454545454390e+02,-8.660254037844160591e-01
2.663636363636363740e+02,-8.660254037844440367e-01
2.672727272727272521e+02,-3.331782070444706903e-14
2.681818181818181870e+02,8.660254037844391517e-01
2.690909090909090651e+02,8.660254037844494768e-01
2.700000000000000000e+02,-1.274499244004470948e-14
2.709090909090909349e+02,-8.660254037844337116e-01
2.718181818181818130e+02,-8.660254037844548058e-01
2.727272727272727479e+02,1.964386723728471942e-15
2.736363636363635692e+02,8.660254037843999608e-01
2.745454545454545041e+02,8.660254037844602459e-01
2.754545454545454390e+02,6.565963785339577653e-14
2.763636363636363171e+02,-8.660254037844229424e-01
2.772727272727272521e+02,-8.660254037844655750e-01
2.781818181818181301e+02,-7.644024356971201446e-14
2.790909090909090651e+02,8.660254037844176134e-01
2.800000000000000000e+02,8.660254037844710151e-01
2.809090909090908781e+02,3.037743042522024384e-14
2.818181818181818130e+02,-8.660254037844121733e-01
2.827272727272726911e+02,-8.660254037844479225e-01
2.836363636363636260e+02,-4.115803614153648178e-14
2.845454545454545610e+02,8.660254037844352659e-01
2.854545454545454390e+02,8.660254037844533626e-01
2.863636363636363740e+02,5.193864185785271971e-14
2.872727272727272521e+02,-8.660254037844298258e-01
2.881818181818181870e+02,-8.660254037844586916e-01
2.890909090909090651e+02,-5.875828713360941989e-15
2.900000000000000000e+02,8.660254037844243857e-01
2.909090909090909349e+02,8.660254037844357100e-01
2.918181818181818130e+02,1.665643442967718071e-14
2.927272727272727479e+02,-8.660254037844474784e-01
2.936363636363635692e+02,-8.660254037844695718e-01
2.945454545454545041e+02,-8.428045900680142721e-14
2.954545454545454390e+02,8.660254037844136166e-01
2.963636363636363171e+02,8.660254037844749009e-01
2.972727272727272521e+02,3.821764586230965659e-14
2.981818181818181301e+02,-8.660254037844082875e-01
2.990909090909090651e+02,-8.660254037844519193e-01
3.000000000000000000e+02,-4.899825157862589452e-14
3.009090909090908781e+02,8.660254037844028474e-01
3.018181818181818130e+02,8.660254037844572483e-01
3.027272727272726911e+02,5.977885729494212615e-14
3.036363636363636260e+02,-8.660254037844259400e-01
3.045454545454545041e+02,-8.660254037844626884e-01
3.054545454545454390e+02,-1.371604415045035553e-14
3.063636363636363740e+02,8.660254037844205000e-01
3.072727272727272521e+02,8.660254037844395958e-01
3.081818181818181870e+02,2.449664986676659346e-14
3.090909090909090651e+02,-8.660254037844151709e-01
3.100000000000000000e+02,-8.660254037844450359e-01
3.109090909090909349e+02,-3.527725558308283140e-14
3.118181818181818130e+02,8.660254037844381525e-01
3.127272727272727479e+02,8.660254037844503650e-01
3.136363636363636260e+02,-1.078555756140894554e-14
3.145454545454545041e+02,-8.660254037844044017e-01
3.154545454545454390e+02,-8.660254037844842268e-01
3.163636363636363171e+02,-5.683846701571530727e-14
3.172727272727272521e+02,8.660254037843989616e-01
3.181818181818181301e+02,8.660254037844611341e-01
3.190909090909090651e+02,6.761907273203155152e-14
3.200000000000000000e+02,-8.660254037844219432e-01
3.209090909090908781e+02,-8.660254037844665742e-01
3.218181818181818130e+02,-2.155625958753976827e-14
3.227272727272726911e+02,8.660254037844166142e-01
3.236363636363636260e+02,8.660254037844720143e-01
3.245454545454545041e+02,3.233686530385600621e-14
3.254545454545454390e+02,-8.660254037844111741e-01
3.263636363636363740e+02,-8.660254037844489217e-01
3.272727272727272521e+02,-4.311747102017224415e-14
3.281818181818181870e+02,8.660254037844342667e-01
3.290909090909090651e+02,8.660254037844543618e-01
3.300000000000000000e+02,-2.945342124319531210e-15
3.309090909090909349e+02,-8.660254037844288266e-01
3.318181818181818130e+02,-8.660254037844596908e-01
3.327272727272727479e+02,-7.835263591996706726e-15
3.336363636363636260e+02,8.660254037844234976e-01
3.345454545454545041e+02,8.660254037844651309e-01
3.354545454545454390e+02,7.545928816912096427e-14
3.363636363636363171e+02,-8.660254037844180575e-01
3.372727272727272521e+02,-8.660254037844704600e-01
3.381818181818181301e+02,-8.623989388543720220e-14
3.390909090909090651e+02,8.660254037844127284e-01
3.399999999999999432e+02,8.660254037844759001e-01
3.409090909090908781e+02,4.017708074094541896e-14
3.418181818181818130e+02,-8.660254037844072883e-01
3.427272727272726911e+02,-8.660254037844528074e-01
3.436363636363636260e+02,-5.095768645726165689e-14
3.445454545454545041e+02,8.660254037844302699e-01
3.454545454545454390e+02,8.660254037844582475e-01
3.463636363636363740e+02,6.173829217357790114e-14
3.472727272727272521e+02,-8.660254037844249408e-01
3.481818181818181870e+02,-8.660254037844636876e-01
3.490909090909090651e+02,-1.567547902908612105e-14
3.500000000000000000e+02,8.660254037844195008e-01
3.509090909090909349e+02,8.660254037844405950e-01
3.518181818181818130e+02,2.645608474540235899e-14
3.527272727272727479e+02,-8.660254037844425934e-01
3.536363636363636260e+02,-8.660254037844460351e-01
3.545454545454545041e+02,-9.408010932252661495e-14
3.554545454545454390e+02,8.660254037844087316e-01
3.563636363636363171e+02,8.660254037844797859e-01
3.572727272727272521e+02,4.801729617803483802e-14
3.581818181818181301e+02,-8.660254037844034025e-01
3.590909090909090651e+02,-8.660254037844568042e-01
3.599999999999999432e+02,-5.879790189435107595e-14
3.609090909090908781e+02,8.660254037843979624e-01
3.618181818181818130e+02,8.660254037844621333e-01
3.627272727272726911e+02,6.957850761066731389e-14
3.636363636363636260e+02,-8.660254037844210551e-01
3.645454545454545041e+02,-8.660254037844675734e-01
3.654545454545454390e+02,-2.351569446617553380e-14
3.663636363636363740e+02,8.660254037844156150e-01
3.672727272727272521e+02,8.660254037844444808e-01
3.681818181818181870e+02,3.429630018249177489e-14
3.690909090909090651e+02,-8.660254037844101749e-01
3.700000000000000000e+02,-8.660254037844499209e-01
3.709090909090908781e+02,-4.507690589880801283e-14
3.718181818181818130e+02,8.660254037844332675e-01
3.727272727272727479e+02,8.660254037844552499e-01
3.736363636363636260e+02,-9.859072456837660783e-16
3.745454545454545041e+02,-8.660254037843994057e-01
3.754545454545453822e+02,-8.660254037844891117e-01
3.763636363636363171e+02,-6.663811733144048870e-14
3.772727272727272521e+02,8.660254037843940766e-01
3.781818181818181301e+02,8.660254037844661301e-01
3.790909090909090651e+02,7.741872304775672664e-14
3.799999999999999432e+02,-8.660254037844170583e-01
3.809090909090908781e+02,-8.660254037844714592e-01
3.818181818181818130e+02,-3.135590990326494970e-14
3.827272727272726911e+02,8.660254037844117292e-01
3.836363636363636260e+02,8.660254037844768993e-01
3.845454545454545041e+02,4.213651561958118764e-14
3.854545454545454390e+02,-8.660254037844062891e-01
3.863636363636363740e+02,-8.660254037844538066e-01
3.872727272727272521e+02,-5.291712133589742557e-14
3.881818181818181870e+02,8.660254037844293817e-01
3.890909090909090651e+02,8.660254037844592467e-01
3.900000000000000000e+02,6.854308191405647853e-15
3.909090909090908781e+02,-8.660254037844239416e-01
3.918181818181818130e+02,-8.660254037844645758e-01
3.927272727272727479e+02,-1.763491390772188658e-14
3.936363636363636260e+02,8.660254037844186126e-01
3.945454545454545610e+02,8.660254037844415942e-01
3.954545454545453822e+02,8.525893848484613938e-14
3.963636363636363171e+02,-8.660254037844131725e-01
3.972727272727272521e+02,-8.660254037844753450e-01
3.981818181818181301e+02,-9.603954420116237732e-14
3.990909090909090651e+02,8.660254037844077324e-01
3.999999999999999432e+02,8.660254037844807851e-01
4.009090909090908781e+02,4.997673105667060039e-14
4.018181818181818130e+02,-8.660254037844024033e-01
4.027272727272726911e+02,-8.660254037844578034e-01
4.036363636363636260e+02,-6.075733677298683832e-14
4.045454545454545041e+02,8.660254037844253849e-01
4.054545454545454390e+02,8.660254037844631325e-01
4.063636363636363171e+02,7.153794248930307626e-14
4.072727272727272521e+02,-8.660254037844200559e-01
4.081818181818181870e+02,-8.660254037844685726e-01
4.090909090909090651e+02,-2.547512934481129933e-14
4.100000000000000000e+02,8.660254037844146158e-01
4.109090909090908781e+02,8.660254037844454800e-01
4.118181818181818130e+02,3.625573506112753726e-14
4.127272727272727479e+02,-8.660254037844377084e-01
4.136363636363636260e+02,-8.660254037844509201e-01
4.145454545454545610e+02,-4.703634077744377520e-14
4.154545454545453822e+02,8.660254037844038466e-01
4.163636363636363171e+02,8.660254037844846708e-01
4.172727272727272521e+02,5.781694649376001313e-14
4.181818181818181301e+02,-8.660254037843985175e-01
4.190909090909090651e+02,-8.660254037844616892e-01
4.199999999999999432e+02,-6.859755221007625107e-14
4.209090909090908781e+02,8.660254037843930774e-01
4.218181818181818130e+02,8.660254037844670183e-01
4.227272727272726911e+02,7.937815792639248901e-14
4.236363636363636260e+02,-8.660254037844160591e-01
4.245454545454545041e+02,-8.660254037844724584e-01
4.254545454545454390e+02,-3.331534478190071207e-14
4.263636363636363171e+02,8.660254037844107300e-01
4.272727272727272521e+02,8.660254037844494768e-01
4.281818181818181870e+02,4.409595049821695001e-14
4.290909090909090651e+02,-8.660254037844052899e-01
4.300000000000000000e+02,-8.660254037844548058e-01
4.309090909090908781e+02,-5.487655621453318795e-14
4.318181818181818130e+02,8.660254037844283825e-01
4.327272727272727479e+02,8.660254037844602459e-01
4.336363636363636260e+02,8.813743070041412590e-15
4.345454545454545610e+02,-8.660254037844229424e-01
4.354545454545453822e+02,-8.660254037844939967e-01
4.363636363636363171e+02,-7.643776764716566382e-14
4.372727272727272521e+02,8.660254037843891917e-01
4.381818181818181301e+02,8.660254037844710151e-01
4.390909090909090651e+02,8.721837336348190175e-14
4.399999999999999432e+02,-8.660254037844121733e-01
4.409090909090908781e+02,-8.660254037844763442e-01
4.418181818181817562e+02,-4.115556021899012482e-14
4.427272727272726911e+02,8.660254037844068442e-01
4.436363636363636260e+02,8.660254037844817843e-01
4.445454545454545041e+02,5.193616593530636276e-14
4.454545454545454390e+02,-8.660254037844298258e-01
4.463636363636363171e+02,-8.660254037844871133e-01
4.472727272727272521e+02,-6.271677165162260069e-14
4.481818181818181870e+02,8.660254037844243857e-01
4.490909090909090651e+02,8.660254037844357100e-01
4.500000000000000000e+02,7.349737736793883863e-14
4.509090909090908781e+02,-8.660254037844190567e-01
4.518181818181818130e+02,-8.660254037844410391e-01
4.527272727272727479e+02,-8.427798308425507657e-14
4.536363636363636260e+02,8.660254037844136166e-01
4.545454545454545610e+02,8.660254037844464792e-01
4.554545454545453822e+02,9.505858880057131450e-14
4.563636363636363171e+02,-8.660254037844082875e-01
4.572727272727272521e+02,-8.660254037845087627e-01
4.581818181818181301e+02,-1.058391945168875524e-13
4.590909090909090651e+02,8.660254037844028474e-01
4.599999999999999432e+02,8.660254037844572483e-01
4.609090909090908781e+02,1.166198002332037904e-13
4.618181818181817562e+02,-8.660254037843975183e-01
4.627272727272726911e+02,-8.660254037844626884e-01
4.636363636363636260e+02,-1.371356822790400173e-14
4.645454545454545041e+02,8.660254037843920782e-01
4.654545454545454390e+02,8.660254037844680175e-01
4.663636363636363171e+02,2.449417394422023966e-14
4.672727272727272521e+02,-8.660254037843867492e-01
4.681818181818181870e+02,-8.660254037844734576e-01
4.690909090909090651e+02,-3.527477966053648075e-14
4.700000000000000000e+02,8.660254037844381525e-01
4.709090909090908781e+02,8.660254037844787867e-01
4.718181818181818130e+02,4.605538537685271869e-14
4.727272727272727479e+02,-8.660254037844328234e-01
4.736363636363636260e+02,-8.660254037844842268e-01
4.745454545454545610e+02,-5.683599109316895663e-14
4.754545454545454390e+02,8.660254037844273833e-01
4.763636363636363171e+02,8.660254037844895558e-01
4.772727272727271952e+02,6.761659680948518825e-14
4.781818181818181301e+02,-8.660254037844219432e-01
4.790909090909090651e+02,-8.660254037844949959e-01
4.799999999999999432e+02,-7.839720252580142619e-14
4.809090909090908781e+02,8.660254037844166142e-01
4.818181818181817562e+02,8.660254037845004360e-01
4.827272727272726911e+02,8.917780824211766412e-14
4.836363636363636260e+02,-8.660254037844111741e-01
4.845454545454545041e+02,-8.660254037844489217e-01
4.854545454545454390e+02,-9.995841395843390206e-14
4.863636363636363171e+02,8.660254037844058450e-01
4.872727272727272521e+02,8.660254037844543618e-01
4.881818181818181870e+02,1.107390196747501400e-13
4.890909090909090651e+02,-8.660254037844004049e-01
4.900000000000000000e+02,-8.660254037844596908e-01
4.909090909090908781e+02,-7.832787669450352927e-15
4.918181818181818130e+02,8.660254037843950758e-01
4.927272727272726911e+02,8.660254037844651309e-01
4.936363636363636260e+02,1.861339338576659244e-14
4.945454545454545610e+02,-8.660254037844464792e-01
4.954545454545454390e+02,-8.660254037844704600e-01
4.963636363636363740e+02,-2.939399910208283038e-14
4.972727272727272521e+02,8.660254037844411501e-01
4.981818181818181870e+02,8.660254037844759001e-01
4.990909090909091219e+02,4.017460481839906831e-14
5.000000000000000000e+02,-8.660254037844357100e-01
5.009090909090909349e+02,-8.660254037844243857e-01
5.018181818181818130e+02,-5.095521053471530625e-14
5.027272727272727479e+02,8.660254037844302699e-01
5.036363636363636829e+02,8.660254037844298258e-01
5.045454545454545610e+02,6.173581625103153787e-14
5.054545454545454959e+02,-8.660254037844249408e-01
5.063636363636362603e+02,-8.660254037844921093e-01
5.072727272727271952e+02,-7.251642196734777581e-14
5.081818181818181301e+02,8.660254037843626573e-01
5.090909090909090082e+02,8.660254037844974384e-01
5.099999999999999432e+02,8.329702768366402637e-14
5.109090909090908212e+02,-8.660254037843573283e-01
5.118181818181817562e+02,-8.660254037845028785e-01
5.127272727272726343e+02,-9.407763339998026431e-14
5.136363636363636260e+02,8.660254037844087316e-01
5.145454545454545041e+02,8.660254037845082076e-01
5.154545454545453822e+02,1.048582391162965022e-13
5.163636363636362603e+02,-8.660254037844034025e-01
5.172727272727272521e+02,-8.660254037845136477e-01
