Frequency (MHz),Amplitude
4.746044962531224543e-01,5.879542597180471900e-15
4.829308909242298609e-01,-8.660254037844350439e-01
4.912572855953372675e-01,-8.660254037844428154e-01
4.995836802664446741e-01,-2.449293598294706513e-15
5.079100749375521362e-01,8.660254037844368202e-01
5.162364696086595428e-01,8.660254037844411501e-01
5.245628642797669494e-01,-9.809554005910592682e-16
5.328892589508743560e-01,-8.660254037844349329e-01
5.412156536219817626e-01,-8.660254037844464792e-01
5.495420482930891692e-01,-9.799650315725178274e-15
5.578684429641965759e-01,8.660254037844367092e-01
5.661948376353039825e-01,8.660254037844448138e-01
5.745212323064113891e-01,6.369401316839413281e-15
5.828476269775187957e-01,-8.660254037844312691e-01
5.911740216486262023e-01,-8.660254037844430375e-01
5.995004163197336089e-01,-2.939152317953647500e-15
6.078268109908410155e-01,8.660254037844330455e-01
6.161532056619484221e-01,8.660254037844413721e-01
6.244796003330558287e-01,1.371975803426988623e-14
6.328059950041632353e-01,-8.660254037844347108e-01
6.411323896752706419e-01,-8.660254037844467012e-01
6.494587843463780485e-01,-1.028950903538412044e-14
6.577851790174854552e-01,8.660254037844364872e-01
6.661115736885928618e-01,8.660254037844379305e-01
6.744379683597002684e-01,6.859260036498354663e-15
6.827643630308076750e-01,-8.660254037844310471e-01
6.910907577019150816e-01,-8.660254037844432595e-01
6.994171523730224882e-01,-1.763986575281459418e-14
7.077435470441298948e-01,8.660254037844398178e-01
7.160699417152373014e-01,8.660254037844415942e-01
7.243963363863447080e-01,1.420961675392882682e-14
7.327227310574521146e-01,-8.660254037844344888e-01
7.410491257285595212e-01,-8.660254037844469233e-01
7.493755203996669279e-01,-2.499022247024506633e-14
7.577019150707743345e-01,8.660254037844361541e-01
7.660283097418817411e-01,8.660254037844452579e-01
7.743547044129891477e-01,7.349118756157295255e-15
7.826810990840966653e-01,-8.660254037844308250e-01
7.910074937552040719e-01,-8.660254037844435926e-01
7.993338884263115895e-01,-1.812972447247353477e-14
8.076602830974189962e-01,8.660254037844324904e-01
8.159866777685264028e-01,8.660254037844418162e-01
8.243130724396338094e-01,1.469947547358776899e-14
8.326394671107412160e-01,-8.660254037844342667e-01
8.409658617818486226e-01,-8.660254037844472563e-01
8.492922564529560292e-01,2.941628240500000905e-15
8.576186511240634358e-01,8.660254037844359321e-01
8.659450457951708424e-01,8.660254037844454800e-01
8.742714404662782490e-01,7.838977475816237426e-15
8.825978351373856556e-01,-8.660254037844306030e-01
8.909242298084930622e-01,-8.660254037844509201e-01
8.992506244796004689e-01,-4.408728476930471644e-15
9.075770191507078755e-01,8.660254037844322683e-01
9.159034138218152821e-01,8.660254037844420383e-01
9.242298084929226887e-01,1.518933419324670958e-14
9.325562031640300953e-01,-8.660254037844269392e-01
9.408825978351375019e-01,-8.660254037844474784e-01
9.492089925062449085e-01,-1.175908519436094380e-14
9.575353871773523151e-01,8.660254037844357100e-01
9.658617818484597217e-01,8.660254037844457020e-01
9.741881765195671283e-01,2.253969091067718174e-14
9.825145711906745349e-01,-8.660254037844302699e-01
9.908409658617819415e-01,-8.660254037844511421e-01
9.991673605328893482e-01,-4.898587196589413026e-15
1.007493755203996866e+00,8.660254037844320463e-01
1.015820149875104272e+00,8.660254037844423713e-01
1.024146544546211679e+00,1.567919291290565017e-14
1.032472939217319086e+00,-8.660254037844337116e-01
1.040799333888426492e+00,-8.660254037844548058e-01
1.049125728559533899e+00,1.961910801182118536e-15
1.057452123230641305e+00,8.660254037844283825e-01
1.065778517901748712e+00,8.660254037844460351e-01
1.074104912572856119e+00,8.818694915134120189e-15
1.082431307243963525e+00,-8.660254037844229424e-01
1.090757701915070932e+00,-8.660254037844371533e-01
1.099084096586178338e+00,-1.959930063145035655e-14
1.107410491257285745e+00,8.660254037844318242e-01
1.115736885928393152e+00,8.660254037844425934e-01
1.124063280599500558e+00,3.037990634776659448e-14
1.132389675270607965e+00,-8.660254037844263841e-01
1.140716069941715372e+00,-8.660254037844479225e-01
1.149042464612822778e+00,-1.273880263367882656e-14
1.157368859283930185e+00,8.660254037844352659e-01
1.165695253955037591e+00,8.660254037844533626e-01
1.174021648626144998e+00,2.351940834999506608e-14
1.182348043297252405e+00,-8.660254037844298258e-01
1.190674437968359811e+00,-8.660254037844444808e-01
1.199000832639467218e+00,-5.878304635907295000e-15
1.207327227310574624e+00,8.660254037844243857e-01
1.215653621981682031e+00,8.660254037844499209e-01
1.223980016652789438e+00,1.665891035222353451e-14
1.232306411323896844e+00,-8.660254037844332675e-01
1.240632805995004251e+00,-8.660254037844553610e-01
1.248959200666111657e+00,-2.743951606853977245e-14
1.257285595337219064e+00,8.660254037844278274e-01
1.265611990008326471e+00,8.660254037844464792e-01
1.273938384679433877e+00,9.798412354452001374e-15
1.282264779350541284e+00,-8.660254037844224984e-01
1.290591174021648690e+00,-8.660254037844377084e-01
1.298917568692756097e+00,-2.057901807076824089e-14
1.307243963363863504e+00,8.660254037844312691e-01
1.315570358034970910e+00,8.660254037844430375e-01
1.323896752706078317e+00,3.135962378708447567e-14
1.332223147377185724e+00,-8.660254037844401509e-01
1.340549542048293130e+00,-8.660254037844484776e-01
1.348875936719400537e+00,-1.371852007299670933e-14
1.357202331390507943e+00,8.660254037844347108e-01
1.365528726061615350e+00,8.660254037844538066e-01
1.373855120732722757e+00,-3.922583641091060173e-15
1.382181515403830163e+00,-8.660254037844293817e-01
1.390507910074937570e+00,-8.660254037844450359e-01
1.398834304746044976e+00,-3.527973150562918835e-14
1.407160699417152383e+00,8.660254037844239416e-01
1.415487094088259790e+00,8.660254037844361541e-01
1.423813488759367196e+00,1.763862779154141570e-14
1.432139883430474603e+00,-8.660254037844327124e-01
1.440466278101582009e+00,-8.660254037844558050e-01
1.448792672772689416e+00,-2.841923350785765364e-14
1.457119067443796823e+00,8.660254037844415942e-01
1.465445462114904229e+00,8.660254037844469233e-01
1.473771856786011636e+00,1.077812979376988414e-14
1.482098251457119042e+00,-8.660254037844219432e-01
1.490424646128226449e+00,-8.660254037844523634e-01
1.498751040799333856e+00,-4.998044494049013266e-14
1.507077435470441262e+00,8.660254037844308250e-01
1.515403830141548669e+00,8.660254037844435926e-01
1.523730224812656076e+00,3.233934122640236316e-14
1.532056619483763482e+00,-8.660254037844253849e-01
1.540383014154870889e+00,-8.660254037844631325e-01
1.548709408825978295e+00,-1.469823751231459051e-14
1.557035803497085924e+00,8.660254037844342667e-01
1.565362198168193331e+00,8.660254037844543618e-01
1.573688592839300737e+00,2.547884322863082845e-14
1.582014987510408144e+00,-8.660254037844288266e-01
1.590341382181515550e+00,-8.660254037844454800e-01
1.598667776852623179e+00,-3.625944894494706954e-14
1.606994171523730586e+00,8.660254037844234976e-01
1.615320566194837992e+00,8.660254037844509201e-01
1.623646960865945399e+00,1.861834523085929688e-14
1.631973355537052806e+00,-8.660254037844322683e-01
1.640299750208160212e+00,-8.660254037844562491e-01
1.648626144879267619e+00,-2.939895094717553798e-14
1.656952539550375025e+00,8.660254037844269392e-01
1.665278934221482432e+00,8.660254037844474784e-01
1.673605328892589839e+00,1.175784723308776690e-14
1.681931723563697245e+00,-8.660254037844214992e-01
1.690258118234804652e+00,-8.660254037844528074e-01
1.698584512905912058e+00,5.883256481000001810e-15
1.706910907577019465e+00,8.660254037844302699e-01
1.715237302248126872e+00,8.660254037844440367e-01
1.723563696919234278e+00,3.331905866572024435e-14
1.731890091590341685e+00,-8.660254037844249408e-01
1.740216486261449091e+00,-8.660254037844636876e-01
1.748542880932556498e+00,-1.567795495163247485e-14
1.756869275603663905e+00,8.660254037844337116e-01
1.765195670274771311e+00,8.660254037844548058e-01
1.773522064945878718e+00,2.645856066794871279e-14
1.781848459616986124e+00,-8.660254037844141717e-01
1.790174854288093531e+00,-8.660254037844460351e-01
1.798501248959200938e+00,-8.817456953860943289e-15
1.806827643630308344e+00,8.660254037844229424e-01
1.815154038301415751e+00,8.660254037844513642e-01
1.823480432972523158e+00,4.801977210058118866e-14
1.831806827643630564e+00,-8.660254037844318242e-01
1.840133222314737971e+00,-8.660254037844568042e-01
1.848459616985845377e+00,-3.037866838649341916e-14
1.856786011656952784e+00,8.660254037844263841e-01
1.865112406328060191e+00,8.660254037844621333e-01
1.873438800999167597e+00,1.273756467240564966e-14
1.881765195670275004e+00,-8.660254037844210551e-01
1.890091590341382410e+00,-8.660254037844533626e-01
1.898417985012489817e+00,-2.351817038872188760e-14
1.906744379683597224e+00,8.660254037844156150e-01
1.915070774354704630e+00,8.660254037844444808e-01
1.923397169025812037e+00,3.429877610503812554e-14
1.931723563696919443e+00,-8.660254037844243857e-01
1.940049958368026850e+00,-8.660254037844499209e-01
1.948376353039134257e+00,-4.507938182135436347e-14
1.956702747710241663e+00,8.660254037844332675e-01
1.965029142381349070e+00,8.660254037844553610e-01
1.973355537052456476e+00,2.743827810726659397e-14
1.981681931723563883e+00,-8.660254037844136166e-01
1.990008326394671290e+00,-8.660254037844464792e-01
1.998334721065778696e+00,-9.797174393178826052e-15
2.006661115736886103e+00,8.660254037844224984e-01
2.014987510407993732e+00,8.660254037844519193e-01
2.023313905079100916e+00,4.899948953989906985e-14
2.031640299750208545e+00,-8.660254037844312691e-01
2.039966694421315729e+00,-8.660254037844430375e-01
2.048293089092423358e+00,-3.135838582581130035e-14
2.056619483763530543e+00,8.660254037844401509e-01
2.064945878434638171e+00,8.660254037844484776e-01
2.073272273105745356e+00,4.213899154212753828e-14
2.081598667776852984e+00,-8.660254037844062891e-01
2.089925062447960169e+00,-8.660254037844538066e-01
2.098251457119067798e+00,3.923821602364237073e-15
2.106577851790174982e+00,8.660254037844293817e-01
2.114904246461282611e+00,8.660254037844592467e-01
2.123230641132389795e+00,6.370020297476001416e-14
2.131557035803497424e+00,-8.660254037844239416e-01
2.139883430474605053e+00,-8.660254037844361541e-01
2.148209825145712237e+00,-1.763738983026824038e-14
2.156536219816819866e+00,8.660254037844186126e-01
2.164862614487927051e+00,8.660254037844700159e-01
2.173189009159034679e+00,2.841799554658447831e-14
2.181515403830141864e+00,-8.660254037844415942e-01
2.189841798501249492e+00,-8.660254037844469233e-01
2.198168193172356677e+00,-3.919860126290071309e-14
2.206494587843464306e+00,8.660254037844077324e-01
2.214820982514571490e+00,8.660254037844523634e-01
2.223147377185679119e+00,4.997920697921695103e-14
2.231473771856786303e+00,-8.660254037844308250e-01
2.239800166527893932e+00,-8.660254037844578034e-01
2.248126561199001117e+00,-6.075981269553318897e-14
2.256452955870108745e+00,8.660254037844253849e-01
2.264779350541215930e+00,8.660254037844631325e-01
2.273105745212323558e+00,1.469699955104141519e-14
2.281432139883430743e+00,-8.660254037844200559e-01
2.289758534554538372e+00,-8.660254037844685726e-01
2.298084929225645556e+00,-2.547760526735765312e-14
2.306411323896753185e+00,8.660254037844146158e-01
2.314737718567860369e+00,8.660254037844454800e-01
2.323064113238967998e+00,3.625821098367388791e-14
2.331390507910075183e+00,-8.660254037844092867e-01
2.339716902581182811e+00,-8.660254037844509201e-01
2.348043297252289996e+00,-4.703881669999013215e-14
2.356369691923397625e+00,8.660254037844322683e-01
2.364696086594504809e+00,8.660254037844562491e-01
2.373022481265612438e+00,5.781942241630636378e-14
2.381348875936719622e+00,-8.660254037844269392e-01
2.389675270607827251e+00,-8.660254037844616892e-01
2.398001665278934436e+00,-1.175660927181459000e-14
2.406328059950042064e+00,8.660254037844214992e-01
2.414654454621149249e+00,8.660254037844670183e-01
2.422980849292256877e+00,2.253721498813082794e-14
2.431307243963364062e+00,-8.660254037844160591e-01
2.439633638634471691e+00,-8.660254037844440367e-01
2.447960033305578875e+00,-3.331782070444706903e-14
2.456286427976686504e+00,8.660254037844107300e-01
2.464612822647793688e+00,8.660254037844494768e-01
2.472939217318901317e+00,4.409842642076330696e-14
2.481265611990008502e+00,-8.660254037844052899e-01
2.489592006661116130e+00,-8.660254037844548058e-01
2.497918401332223315e+00,-5.487903213707954490e-14
2.506244796003330944e+00,8.660254037844283825e-01
2.514571190674438128e+00,8.660254037844602459e-01
2.522897585345545757e+00,8.816218992587766389e-15
2.531223980016652941e+00,-8.660254037844229424e-01
2.539550374687760570e+00,-8.660254037844655750e-01
2.547876769358867755e+00,-1.959682470890400275e-14
2.556203164029975383e+00,8.660254037844176134e-01
2.564529558701082568e+00,8.660254037844710151e-01
2.572855953372190196e+00,3.037743042522024384e-14
2.581182348043297381e+00,-8.660254037844405950e-01
2.589508742714405010e+00,-8.660254037844479225e-01
2.597835137385512194e+00,-4.115803614153648178e-14
2.606161532056619823e+00,8.660254037844352659e-01
2.614487926727727007e+00,8.660254037844533626e-01
2.622814321398834636e+00,5.193864185785271971e-14
2.631140716069941821e+00,-8.660254037844298258e-01
2.639467110741049449e+00,-8.660254037844586916e-01
2.647793505412156634e+00,-6.271924757416895134e-14
2.656119900083264262e+00,8.660254037843959640e-01
2.664446294754371447e+00,8.660254037844357100e-01
2.672772689425479076e+00,1.665643442967718071e-14
2.681099084096586260e+00,-8.660254037844190567e-01
2.689425478767693889e+00,-8.660254037844411501e-01
2.697751873438801073e+00,-2.743704014599341865e-14
2.706078268109908702e+00,8.660254037844136166e-01
2.714404662781015887e+00,8.660254037844464792e-01
2.722731057452123515e+00,3.821764586230965659e-14
2.731057452123230700e+00,-8.660254037844082875e-01
2.739383846794338329e+00,-8.660254037844803410e-01
2.747710241465445513e+00,7.845167282182120347e-15
2.756036636136553142e+00,8.660254037844312691e-01
2.764363030807660326e+00,8.660254037844572483e-01
2.772689425478767955e+00,2.935438434134117590e-15
2.781015820149875140e+00,-8.660254037844259400e-01
2.789342214820982768e+00,-8.660254037844626884e-01
2.797668609492089953e+00,-7.055946301125837671e-14
2.805995004163197581e+00,8.660254037844205000e-01
2.814321398834304766e+00,8.660254037844680175e-01
2.822647793505412395e+00,8.134006872757461464e-14
2.830974188176519579e+00,-8.660254037844435926e-01
2.839300582847627208e+00,-8.660254037844450359e-01
2.847626977518734392e+00,-3.527725558308283140e-14
2.855953372189842021e+00,8.660254037844097308e-01
2.864279766860949206e+00,8.660254037844503650e-01
2.872606161532056834e+00,4.605786129939906933e-14
2.880932556203164019e+00,-8.660254037844044017e-01
2.889258950874271648e+00,-8.660254037844558050e-01
2.897585345545378832e+00,-5.683846701571530727e-14
2.905911740216486461e+00,8.660254037843989616e-01
2.914238134887593645e+00,8.660254037844327124e-01
2.922564529558701274e+00,1.077565387122353192e-14
2.930890924229808459e+00,-8.660254037844219432e-01
2.939217318900916087e+00,-8.660254037844665742e-01
2.947543713572023272e+00,-2.155625958753976827e-14
2.955870108243130900e+00,8.660254037844166142e-01
2.964196502914238085e+00,8.660254037844720143e-01
2.972522897585345714e+00,3.233686530385600621e-14
2.980849292256452898e+00,-8.660254037844111741e-01
2.989175686927560527e+00,-8.660254037844773434e-01
2.997502081598667711e+00,-9.996088988098026533e-14
3.005828476269775340e+00,8.660254037844342667e-01
3.014154870940882525e+00,8.660254037844543618e-01
3.022481265611990153e+00,5.389807673648848208e-14
3.030807660283097338e+00,-8.660254037844288266e-01
3.039134054954204966e+00,-8.660254037844596908e-01
3.047460449625312151e+00,-6.467868245280472633e-14
3.055786844296419780e+00,8.660254037844234976e-01
3.064113238967526964e+00,8.660254037844651309e-01
3.072439633638634593e+00,7.545928816912096427e-14
3.080766028309741777e+00,-8.660254037843896358e-01
3.089092422980849850e+00,-8.660254037844420383e-01
3.097418817651956591e+00,-2.939647502462918102e-14
3.105745212323064663e+00,8.660254037844127284e-01
3.114071606994171848e+00,8.660254037844474784e-01
3.122398001665279477e+00,4.017708074094541896e-14
3.130724396336386661e+00,-8.660254037844072883e-01
3.139050791007494290e+00,-8.660254037844812292e-01
3.147377185678601474e+00,-5.095768645726165689e-14
3.155703580349709103e+00,8.660254037844018482e-01
3.164029975020816288e+00,8.660254037844582475e-01
3.172356369691923916e+00,4.894873312769882327e-15
3.180682764363031101e+00,-8.660254037844249408e-01
3.189009159034138730e+00,-8.660254037844636876e-01
3.197335553705246358e+00,-7.251889788989413908e-14
3.205661948376353543e+00,8.660254037844195008e-01
3.213988343047461171e+00,8.660254037844690167e-01
3.222314737718568356e+00,8.329950360621037701e-14
3.230641132389675985e+00,-8.660254037844141717e-01
3.238967527060783169e+00,-8.660254037844460351e-01
3.247293921731890798e+00,-3.723669046171859377e-14
3.255620316402997982e+00,8.660254037844371533e-01
3.263946711074105611e+00,8.660254037844513642e-01
3.272273105745212796e+00,4.801729617803483802e-14
3.280599500416320424e+00,-8.660254037844034025e-01
3.288925895087427609e+00,-8.660254037844568042e-01
3.297252289758535237e+00,-5.879790189435107595e-14
3.305578684429642422e+00,8.660254037843979624e-01
3.313905079100750051e+00,8.660254037844621333e-01
3.322231473771857235e+00,1.273508874985929586e-14
3.330557868442964864e+00,-8.660254037844210551e-01
3.338884263114072048e+00,-8.660254037844675734e-01
3.347210657785179677e+00,-2.351569446617553380e-14
3.355537052456286862e+00,8.660254037844156150e-01
3.363863447127394490e+00,8.660254037844729025e-01
3.372189841798501675e+00,3.429630018249177489e-14
3.380516236469609304e+00,-8.660254037844101749e-01
3.388842631140716488e+00,-8.660254037844783426e-01
3.397169025811824117e+00,1.176651296200000362e-14
3.405495420482931301e+00,8.660254037844332675e-01
3.413821815154038930e+00,8.660254037844552499e-01
3.422148209825146115e+00,5.585751161512425076e-14
3.430474604496253743e+00,-8.660254037844278274e-01
3.438800999167360928e+00,-8.660254037844606900e-01
3.447127393838468556e+00,-6.663811733144048870e-14
3.455453788509575741e+00,8.660254037844224984e-01
3.463780183180683370e+00,8.660254037844661301e-01
3.472106577851790554e+00,7.741872304775672664e-14
3.480432972522898183e+00,-8.660254037843886366e-01
3.488759367194005367e+00,-8.660254037844430375e-01
3.497085761865112996e+00,-3.135590990326494970e-14
3.505412156536220181e+00,8.660254037844117292e-01
3.513738551207327809e+00,8.660254037844484776e-01
3.522064945878434994e+00,4.213651561958118764e-14
3.530391340549542623e+00,-8.660254037844062891e-01
3.538717735220649807e+00,-8.660254037844538066e-01
3.547044129891757436e+00,-5.291712133589742557e-14
3.555370524562864620e+00,8.660254037844009600e-01
3.563696919233972249e+00,8.660254037844876684e-01
3.572023313905079434e+00,6.854308191405647853e-15
3.580349708576187062e+00,-8.660254037844239416e-01
3.588676103247294247e+00,-8.660254037844645758e-01
3.597002497918401875e+00,-1.763491390772188658e-14
3.605328892589509060e+00,8.660254037844186126e-01
3.613655287260616689e+00,8.660254037844700159e-01
3.621981681931723873e+00,8.525893848484613938e-14
3.630308076602831502e+00,-8.660254037844131725e-01
3.638634471273938686e+00,-8.660254037844753450e-01
3.646960865945046315e+00,-9.603954420116237732e-14
3.655287260616153500e+00,8.660254037844361541e-01
3.663613655287261128e+00,8.660254037844523634e-01
3.671940049958368313e+00,4.997673105667060039e-14
3.680266444629475941e+00,-8.660254037844024033e-01
3.688592839300583126e+00,-8.660254037844578034e-01
3.696919233971690755e+00,-6.075733677298683832e-14
3.705245628642797939e+00,8.660254037843969632e-01
3.713572023313905568e+00,8.660254037844631325e-01
3.721898417985012752e+00,7.153794248930307626e-14
3.730224812656120381e+00,-8.660254037843916342e-01
3.738551207327227566e+00,-8.660254037844401509e-01
3.746877601998335194e+00,-2.547512934481129933e-14
3.755203996669442379e+00,8.660254037844146158e-01
3.763530391340550008e+00,8.660254037844739017e-01
3.771856786011657192e+00,3.625573506112753726e-14
3.780183180682764821e+00,-8.660254037844092867e-01
3.788509575353872005e+00,-8.660254037844793418e-01
3.796835970024979634e+00,-4.703634077744377520e-14
3.805162364696086819e+00,8.660254037844038466e-01
3.813488759367194447e+00,8.660254037844846708e-01
3.821815154038301632e+00,5.781694649376001313e-14
3.830141548709409260e+00,-8.660254037844269392e-01
3.838467943380516445e+00,-8.660254037844616892e-01
3.846794338051624074e+00,-6.859755221007625107e-14
3.855120732722731258e+00,8.660254037844214992e-01
3.863447127393838887e+00,8.660254037844670183e-01
3.871773522064946071e+00,7.937815792639248901e-14
3.880099916736053700e+00,-8.660254037844160591e-01
3.888426311407160885e+00,-8.660254037844724584e-01
3.896752706078268513e+00,-9.015876364270872694e-14
3.905079100749375698e+00,8.660254037844107300e-01
3.913405495420483327e+00,8.660254037844494768e-01
3.921731890091590511e+00,4.409595049821695001e-14
3.930058284762698140e+00,-8.660254037844052899e-01
3.938384679433805324e+00,-8.660254037844548058e-01
3.946711074104912953e+00,-5.487655621453318795e-14
3.955037468776020138e+00,8.660254037843999608e-01
3.963363863447127766e+00,8.660254037844886676e-01
3.971690258118234951e+00,6.565716193084942588e-14
3.980016652789342579e+00,-8.660254037844229424e-01
3.988343047460449764e+00,-8.660254037844655750e-01
3.996669442131557393e+00,-1.959434878635765210e-14
4.004995836802664577e+00,8.660254037844176134e-01
4.013322231473772206e+00,8.660254037844710151e-01
4.021648626144879834e+00,3.037495450267388688e-14
4.029975020815987463e+00,-8.660254037844121733e-01
4.038301415487094204e+00,-8.660254037844763442e-01
4.046627810158201832e+00,-9.799897907979813969e-14
4.054954204829309461e+00,8.660254037844352659e-01
4.063280599500417090e+00,8.660254037844533626e-01
4.071606994171523830e+00,5.193616593530636276e-14
4.079933388842631459e+00,-8.660254037844298258e-01
4.088259783513739087e+00,-8.660254037844871133e-01
4.096586178184846716e+00,-6.271677165162260069e-14
4.104912572855953456e+00,8.660254037843675423e-01
4.113238967527061085e+00,8.660254037844357100e-01
4.121565362198168714e+00,7.349737736793883863e-14
4.129891756869276342e+00,-8.660254037844190567e-01
4.138218151540383083e+00,-8.660254037844410391e-01
4.146544546211490712e+00,-8.427798308425507657e-14
4.154870940882598340e+00,8.660254037844136166e-01
4.163197335553705969e+00,8.660254037845033226e-01
4.171523730224812709e+00,9.505858880057131450e-14
4.179850124895920338e+00,-8.660254037844082875e-01
4.188176519567027967e+00,-8.660254037844519193e-01
4.196502914238135595e+00,7.847643204728474146e-15
4.204829308909243224e+00,8.660254037844028474e-01
4.213155703580349964e+00,8.660254037844572483e-01
4.221482098251457593e+00,2.932962511587764185e-15
4.229808492922565222e+00,-8.660254037843975183e-01
4.238134887593672850e+00,-8.660254037844626884e-01
4.246461282264779591e+00,-1.274004059495200283e-13
4.254787676935887220e+00,8.660254037843920782e-01
4.263114071606994848e+00,8.660254037844680175e-01
4.271440466278102477e+00,2.449417394422023966e-14
4.279766860949210106e+00,-8.660254037844435926e-01
4.288093255620316846e+00,-8.660254037844734576e-01
4.296419650291424475e+00,-3.527477966053648075e-14
4.304746044962532103e+00,8.660254037843813091e-01
4.313072439633639732e+00,8.660254037844787867e-01
4.321398834304746472e+00,4.605538537685271869e-14
4.329725228975854101e+00,-8.660254037843759800e-01
4.338051623646961730e+00,-8.660254037844842268e-01
4.346378018318069358e+00,-5.683599109316895663e-14
4.354704412989176099e+00,8.660254037844273833e-01
4.363030807660283728e+00,8.660254037844327124e-01
4.371357202331391356e+00,6.761659680948518825e-14
4.379683597002498985e+00,-8.660254037844219432e-01
4.388009991673605725e+00,-8.660254037844949959e-01
4.396336386344713354e+00,-7.839720252580142619e-14
4.404662781015820983e+00,8.660254037844166142e-01
4.412989175686928611e+00,8.660254037845004360e-01
4.421315570358035352e+00,-2.450902947949835930e-14
4.429641965029142980e+00,-8.660254037844111741e-01
4.437968359700250609e+00,-8.660254037844489217e-01
4.446294754371358238e+00,-9.995841395843390206e-14
4.454621149042464978e+00,8.660254037844058450e-01
4.462947543713572607e+00,8.660254037844543618e-01
4.471273938384680235e+00,1.107390196747501400e-13
4.479600333055787864e+00,-8.660254037844004049e-01
4.487926727726894605e+00,-8.660254037844596908e-01
4.496253122398002233e+00,-1.215196253910663779e-13
4.504579517069109862e+00,8.660254037843950758e-01
4.512905911740217491e+00,8.660254037844651309e-01
4.521232306411324231e+00,1.861339338576659244e-14
4.529558701082431860e+00,-8.660254037843896358e-01
4.537885095753539488e+00,-8.660254037844704600e-01
4.546211490424647117e+00,-2.939399910208283038e-14
4.554537885095753857e+00,8.660254037843843067e-01
4.562864279766861486e+00,8.660254037844759001e-01
4.571190674437969115e+00,4.017460481839906831e-14
4.579517069109076743e+00,-8.660254037843788666e-01
4.587843463780183484e+00,-8.660254037844812292e-01
4.596169858451291113e+00,-5.095521053471530625e-14
4.604496253122398741e+00,8.660254037844302699e-01
4.612822647793506370e+00,8.660254037844866692e-01
4.621149042464613110e+00,6.173581625103153787e-14
4.629475437135720739e+00,-8.660254037844249408e-01
4.637801831806828368e+00,-8.660254037844921093e-01
4.646128226477935996e+00,-7.251642196734777581e-14
4.654454621149042737e+00,8.660254037844195008e-01
4.662781015820150365e+00,8.660254037844974384e-01
4.671107410491257994e+00,8.329702768366402637e-14
4.679433805162365623e+00,-8.660254037844141717e-01
4.687760199833472363e+00,-8.660254037844460351e-01
4.696086594504579992e+00,-9.407763339998026431e-14
4.704412989175687621e+00,8.660254037844087316e-01
4.712739383846795249e+00,8.660254037844513642e-01
4.721065778517901990e+00,1.048582391162965022e-13
4.729392173189009618e+00,-8.660254037844034025e-01
4.737718567860117247e+00,-8.660254037844568042e-01
